# Gaia DR3 Real Star Cluster: Pleiades (M45)
# Total Stars: 1679 | 1:1 IRL Physical Units: pos=pc, vel=km/s, mass=M_sun
# Gravitational constant: G = 0.004300917 pc*(km/s)^2/M_sun | 1 time unit = 0.9778 Myr
# name,mass,x,y,z,vx,vy,vz
gaia_66512074003566976,0.2175,-1.8200,0.0787,-1.0116,-0.6619,-2.0722,-2.1748
gaia_64963514953278848,0.2329,8.2680,13.4198,4.7637,-7.2995,18.3421,-2.1748
gaia_65165653294149760,0.2193,1.5319,0.7871,-1.0604,0.3759,-2.7245,-2.1748
gaia_67352066526730240,0.2127,-6.2176,-3.8432,1.3025,-0.4736,-1.9131,-2.1748
gaia_65170016980919808,0.2130,-1.4853,-4.0056,-3.2964,0.1236,-2.3300,-2.1748
gaia_64798038452412928,0.2163,0.8181,-0.2994,-3.7652,-0.6851,-3.0149,-2.1748
gaia_67011767677005568,0.2103,-8.3475,-4.0075,-1.5318,-1.0681,-1.6251,-2.1748
gaia_64894623677888640,0.2182,0.5786,2.0407,-2.2239,-1.7484,-2.7196,-2.1748
gaia_66828870789879168,0.2131,-3.4275,-3.6771,-0.3071,-0.2939,-1.2802,-2.1748
gaia_68433814167849728,0.2174,4.0010,-2.6562,0.4831,0.3267,-1.8093,-2.1748
gaia_65763375303053952,0.2357,5.5857,21.4629,8.4518,-13.6211,31.9203,-2.1748
gaia_66553443128503552,0.2126,-3.4358,-1.7981,-1.3610,-0.9506,-1.3828,-2.1748
gaia_70042743277270016,0.2145,-1.2037,-2.8345,3.5589,-0.1072,-1.7244,-2.1748
gaia_65027595864799104,0.1969,-7.7099,-15.7581,-10.7463,-18.2767,19.8902,-2.1748
gaia_66798977817468288,0.2135,-0.7226,-2.4598,-0.1186,-0.5372,-1.7177,-2.1748
gaia_65644524968489728,0.2118,-4.8985,-0.4582,-3.3135,6.6203,-23.0857,-2.1748
gaia_64117062799542016,0.2164,-0.2932,3.2654,-2.9587,-1.0774,-1.1812,-2.1748
gaia_65282098447322752,0.2197,2.9832,3.1587,2.4109,0.0778,-2.6517,-2.1748
gaia_66950435545271680,0.2197,0.5331,3.4818,4.9015,-0.4312,-2.7922,-2.1748
gaia_66443869923093120,0.2290,5.9496,14.1412,5.3818,2.0821,24.3033,-2.1748
gaia_65717814290369920,0.2067,-7.4103,-4.6429,-4.5948,-1.4733,-2.3912,-2.1748
gaia_70123248144369152,0.2344,12.0731,15.0053,13.3514,13.8095,37.7348,-2.1748
gaia_67349764424286848,0.2037,-9.0318,-9.0251,-1.6259,-1.0162,-2.3886,-2.1748
gaia_68162921990400256,0.2104,0.2111,-4.8923,-2.3749,-0.0405,-0.9747,-2.1748
gaia_65098514364769408,0.2131,2.5455,-2.0159,-2.5680,0.2581,-2.3671,-2.1748
gaia_66556535504957568,0.2145,-0.9696,1.4156,0.6608,-0.9292,-3.3044,-2.1748
gaia_66765751950550144,0.2088,-3.5040,-3.4678,-1.0312,0.0769,-2.5673,-2.1748
gaia_66238261247107712,0.2276,2.8841,15.9460,8.1317,-6.3564,28.9129,-2.1748
gaia_70153484713977472,0.2110,-0.5923,-4.2346,3.2584,-0.3017,-2.5478,-2.1748
gaia_68265279651517056,0.2070,-1.3690,-6.2014,-2.4807,-0.8500,-1.9361,-2.1748
gaia_66509771901085696,0.2088,-3.6193,-2.1336,-2.3029,-0.1340,-2.1036,-2.1748
gaia_66974453002505088,0.2043,-6.8652,-7.3025,-1.0128,-1.0330,-2.0465,-2.1748
gaia_68206520202661248,0.1967,-4.8590,-15.8399,-7.6727,9.9835,13.2247,-2.1748
gaia_66981599827956864,0.2076,-4.8744,-4.5206,1.0356,-1.8772,-1.6982,-2.1748
gaia_64019618579817472,0.2063,-2.5818,-3.6009,-6.7523,22.7623,-43.3216,-2.1748
gaia_69974504837007232,0.2050,-5.2561,-7.2268,-0.1385,-0.8101,-1.8133,-2.1748
gaia_64982344089813248,0.2119,0.8242,0.3815,-1.5146,-0.1486,-3.4569,-2.1748
gaia_65245539685760640,0.2083,-0.3245,-3.2336,-1.8455,0.0654,-2.2711,-2.1748
gaia_64980832261312640,0.2075,-1.7060,-2.5061,-2.9937,0.0231,-1.7822,-2.1748
gaia_68174191984522368,0.2098,2.7816,-2.7826,-1.0133,0.0332,-2.3965,-2.1748
gaia_64871740091177600,0.2089,0.2672,-1.1522,-3.2814,-0.5464,-2.5638,-2.1748
gaia_70457671479120000,0.2043,-5.6744,-6.7890,2.0182,-0.4304,-1.8987,-2.1748
gaia_66930403817997696,0.2087,-2.9106,-1.1967,1.5717,-1.5276,-2.9690,-2.1748
gaia_66711532283494656,0.2079,-1.7378,-1.6402,-1.2339,-0.3036,-1.2050,-2.1748
gaia_66511970924353792,0.2052,-3.9460,-3.3043,-2.8141,-1.7157,-1.6368,-2.1748
gaia_65299381395665664,0.2126,2.4309,1.3441,1.9706,0.7943,-1.2217,-2.1748
gaia_65203758244032512,0.2118,1.4076,1.7603,0.2295,-0.3666,-1.9404,-2.1748
gaia_63959179800123520,0.2143,2.3861,6.8566,-2.3386,-22.5754,-59.7246,-2.1748
gaia_66898002584817280,0.2088,-3.7111,0.4573,2.2542,-1.1567,-2.5212,-2.1748
gaia_66872095342031872,0.2113,-0.8194,2.1681,2.8519,0.5536,-5.2222,-2.1748
gaia_65163110673516928,0.2058,-0.7112,-2.8262,-3.1875,-1.2846,-1.5993,-2.1748
gaia_64064011363520512,0.2107,-0.0254,3.9576,-3.0711,-0.0535,-2.5715,-2.1748
gaia_68354374452892160,0.2035,-0.4497,-7.0937,-1.2112,0.2881,-2.1876,-2.1748
gaia_65656688315955200,0.2234,6.4498,16.2775,4.6344,-30.3050,-4.2636,-2.1748
gaia_65289004754691200,0.2040,-1.4750,-4.9341,-2.0692,-0.0372,-1.3419,-2.1748
gaia_65005846150835200,0.2087,0.1400,0.9230,-1.0350,-0.4143,-1.6447,-2.1748
gaia_70274190474468864,0.2059,-3.0578,-3.9487,3.9082,-0.3183,-2.8584,-2.1748
gaia_66521381194879232,0.2030,-3.5505,-3.9804,-2.8418,-0.9419,-1.8699,-2.1748
gaia_65649850728088192,0.2277,8.0141,21.3716,7.7659,20.1731,30.6340,-2.1748
gaia_65010519075247616,0.2039,-2.4672,-3.1371,-2.8887,-0.4757,-2.0945,-2.1748
gaia_70214335810824576,0.2142,5.0644,2.5404,8.1701,-0.2374,19.5835,-2.1748
gaia_66801623517294848,0.2023,-2.8889,-4.9489,-1.2810,-2.7528,-0.4766,-2.1748
gaia_66658240329321088,0.2031,-4.4222,-2.5519,-1.0742,-1.0718,-2.3822,-2.1748
gaia_65237911823760640,0.2061,1.3273,-1.4469,-1.0867,-0.1707,-2.7048,-2.1748
gaia_64128294135554688,0.2057,-0.2667,0.9581,-3.7353,-0.5813,-2.7205,-2.1748
gaia_70010342044196096,0.2219,7.0156,13.9121,12.6344,-26.8467,22.8997,-2.1748
gaia_64943758103791104,0.2017,-3.3342,-2.3476,-3.6287,-0.3984,-1.6457,-2.1748
gaia_65232757863112192,0.2031,0.0558,-2.9593,-2.2104,-0.1559,-2.0594,-2.1748
gaia_67816816345608832,0.2287,19.7026,18.3263,10.3037,17.4768,10.5036,-2.1748
gaia_64136063734692224,0.2016,-2.8523,-1.6933,-4.7106,-1.2075,-2.1934,-2.1748
gaia_68303728198686080,0.2039,0.1906,-2.1126,0.3628,-0.6940,-2.9649,-2.1748
gaia_66225170184663296,0.2220,4.4869,19.1211,9.5363,-21.6995,-40.5160,-2.1748
gaia_66560349435890176,0.1986,-5.4202,-4.6320,-2.6334,-1.2203,-2.2471,-2.1748
gaia_65622466016638208,0.1958,-8.3624,-5.0202,-6.3999,5.7384,10.9429,-2.1748
gaia_64845484954968576,0.2145,7.5394,9.8374,1.4525,29.0500,-11.0056,-2.1748
gaia_64962174923490304,0.2024,-1.0251,-0.7714,-2.7847,0.0998,-2.4219,-2.1748
gaia_65078929312363392,0.2003,-0.1563,-4.1752,-3.7137,-0.2011,-2.4627,-2.1748
gaia_66839591028151552,0.2240,11.5272,17.8595,12.0780,0.5372,-2.7193,-2.1748
gaia_64449321467581056,0.1994,0.2169,-4.2740,-6.0542,0.2627,-2.6388,-2.1748
gaia_64987876007763968,0.2018,-1.5464,-0.8555,-2.6058,-1.2482,-2.5830,-2.1748
gaia_65062917675789184,0.1919,-5.1933,-10.7526,-7.5897,1.4387,-0.6040,-2.1748
gaia_65030069765947264,0.2206,13.5841,16.3355,5.5388,7.8245,2.1116,-2.1748
gaia_66532621126978304,0.2020,-1.4047,0.1407,-0.2200,-1.6022,-3.5203,-2.1748
gaia_64797523056344064,0.1981,-0.8519,-2.8644,-5.1862,0.6730,-2.6722,-2.1748
gaia_65069927062402944,0.2082,5.5520,5.5923,1.0656,26.5965,-3.9917,-2.1748
gaia_69942515919994368,0.2029,0.8121,-0.9584,4.0854,-0.2149,-2.8100,-2.1748
gaia_65108714911246720,0.1985,1.5097,-4.1718,-3.7220,-0.7293,-1.5985,-2.1748
gaia_65275020341243520,0.2016,0.8251,-0.6957,0.0701,-0.6247,-2.4244,-2.1748
gaia_69947635521777152,0.2019,-0.9289,-0.5377,2.6660,-1.1542,-3.1452,-2.1748
gaia_69934334006064768,0.2001,-0.5870,-3.4023,2.3986,-0.5953,-2.9661,-2.1748
gaia_66659271121456768,0.1982,-4.2492,-1.7698,-0.6625,-0.2940,-2.9218,-2.1748
gaia_64753405152408320,0.2210,14.1916,20.1535,5.4013,4.0488,15.3772,-2.1748
gaia_66786539592171392,0.1996,-0.9558,-1.7828,-0.0877,-0.1382,-2.7053,-2.1748
gaia_64432828793171328,0.2172,13.3863,15.5106,3.3626,-21.6944,-3.6040,-2.1748
gaia_66662672735563648,0.2183,8.3370,17.2691,9.9830,-5.2708,13.1619,-2.1748
gaia_65701527774387840,0.1982,-4.9187,0.0149,-2.5463,-1.5290,-2.5141,-2.1748
gaia_66473178779856768,0.1975,-4.4792,-1.1380,-2.3238,-0.8271,-1.6533,-2.1748
gaia_70077270518065920,0.1960,-4.3649,-6.0538,2.2697,-0.2802,-2.4711,-2.1748
gaia_65720734868130816,0.1993,-3.7293,0.9439,-1.5032,-0.2412,-2.1972,-2.1748
gaia_65289279632598016,0.2001,0.9198,-1.4754,-0.1360,-1.0503,-2.9755,-2.1748
gaia_68119628720079360,0.2029,5.1136,0.5017,-0.4562,20.0391,14.8825,-2.1748
gaia_68452265347345664,0.1935,-0.4231,-9.3890,-2.5859,0.2014,-2.3112,-2.1748
gaia_63953819680971008,0.1948,-3.0870,-3.1949,-7.2442,-0.6330,-1.3435,-2.1748
gaia_68233531252642432,0.1970,0.6381,-5.1501,-1.5732,-0.2376,-2.2336,-2.1748
gaia_66784924684473984,0.2079,4.6236,6.5416,4.3658,13.3114,23.1738,-2.1748
gaia_69906713072633856,0.2002,0.4530,-2.1497,2.8130,0.0712,-2.8631,-2.1748
gaia_64678329123783808,0.1897,-2.2104,-10.6869,-8.3511,22.0367,18.8814,-2.1748
gaia_68195598101454336,0.1954,1.2775,-6.4696,-2.7273,0.3157,-1.2978,-2.1748
gaia_65008388771477120,0.1991,-0.1818,-0.1430,-1.4729,-0.6654,-2.5154,-2.1748
gaia_70040166296896000,0.2207,12.8630,17.8643,15.4600,25.0000,23.7724,-2.1748
gaia_66522381924952704,0.2000,-0.2325,1.0264,-0.1112,-0.7073,-2.4094,-2.1748
gaia_65010244195009024,0.2063,4.2831,6.9133,2.3782,0.3564,-4.6617,-2.1748
gaia_66886011036187392,0.1941,-5.9808,-4.0767,-0.8217,-1.6561,-2.4759,-2.1748
gaia_64857721317916032,0.1968,-0.6178,-1.7255,-3.7565,0.0807,-2.7896,-2.1748
gaia_67747615832673408,0.1882,-2.2846,-12.1269,-7.4189,-0.1366,-1.9499,-2.1748
gaia_66522107047046656,0.1982,-0.9960,-0.1073,-0.7826,-1.2222,-3.5901,-2.1748
gaia_70078683563643776,0.2033,1.1115,2.8334,7.2916,12.8951,18.4239,-2.1748
gaia_65297251091930624,0.1968,-0.6255,-2.3417,-0.2327,0.0132,-1.5300,-2.1748
gaia_65241863193865856,0.1953,-0.6006,-3.4003,-2.1673,-0.5218,-1.8842,-2.1748
gaia_65210389673469312,0.2019,2.1932,3.5302,1.2439,-0.1159,-1.6360,-2.1748
gaia_70457877637565824,0.1901,-6.7899,-8.9279,0.7285,-0.6160,-3.0114,-2.1748
gaia_69807963184755840,0.1942,-1.9692,-4.6588,-0.6687,-0.1718,-2.7798,-2.1748
gaia_70127955428529536,0.1935,-2.0595,-6.6134,1.0248,-0.3835,-2.6875,-2.1748
gaia_66642641008348416,0.1949,-4.4086,-1.2917,-0.8103,-0.9719,-2.1177,-2.1748
gaia_69985499953396480,0.2023,0.6185,3.6471,6.0069,-0.0289,-2.5013,-2.1748
gaia_65587487803029504,0.2139,7.3071,19.1180,5.0266,-4.0130,-16.3718,-2.1748
gaia_65830548591559936,0.1957,-5.5734,1.1363,-1.2499,-0.2913,-3.0410,-2.1748
gaia_68576372722713344,0.2162,14.4611,14.9295,12.0272,5.4460,14.4327,-2.1748
gaia_66429232674604544,0.1973,-1.3759,1.6512,-1.7977,-0.2795,-2.4929,-2.1748
gaia_69985637392346496,0.1950,-3.5535,-2.6865,2.3486,-0.6122,-2.8958,-2.1748
gaia_69841257769938944,0.2008,1.9068,2.4772,3.6296,-0.7689,-4.1786,-2.1748
gaia_64967569402404480,0.1995,1.6498,3.0391,-0.4349,0.5296,-4.0524,-2.1748
gaia_64795289673433728,0.1934,-1.1155,-2.2016,-4.8550,-0.9872,-2.5107,-2.1748
gaia_64441143849872512,0.1924,0.6288,-4.0358,-6.1611,-0.0146,-1.2616,-2.1748
gaia_65280071222749824,0.2044,5.2190,7.2043,4.5048,-0.3279,-2.5085,-2.1748
gaia_66834054814431232,0.1926,-2.7853,-3.9988,-0.3615,-0.4177,-1.9393,-2.1748
gaia_65603946117575936,0.1932,-4.1157,-0.0697,-4.0796,-1.3560,-1.9715,-2.1748
gaia_70264982064495232,0.2042,3.8735,5.6236,9.4123,5.1905,12.4334,-2.1748
gaia_65113735728782464,0.1981,4.9896,0.5759,-0.8468,36.6357,-15.1265,-2.1748
gaia_66659408560406528,0.1939,-3.6846,-0.7836,-0.0853,-0.5497,-1.6220,-2.1748
gaia_65797082206293248,0.1907,-6.7152,-2.1353,-3.4630,-7.6732,21.2494,-2.1748
gaia_70146853284493312,0.1961,0.8407,-2.4848,4.0961,0.6761,-3.1864,-2.1748
gaia_65058760147520000,0.1954,1.4874,-0.3453,-2.4536,-0.4555,-2.1086,-2.1748
gaia_66691809793716096,0.2143,7.3855,19.8071,12.1316,15.9505,-18.2076,-2.1748
gaia_66531178017967872,0.1947,-1.3593,-0.0499,-0.3437,-0.8637,-2.5965,-2.1748
gaia_70088819686490496,0.1956,1.6077,-2.2219,2.7879,-0.0704,-1.9467,-2.1748
gaia_65421014869982848,0.1834,-10.8051,-7.5605,-8.3848,1.2379,13.3245,-2.1748
gaia_65254885534508672,0.1932,0.5934,-3.0858,-1.4254,-0.7596,-3.0317,-2.1748
gaia_68185221460637824,0.1938,1.8253,-3.1405,-0.7350,0.4214,-2.7110,-2.1748
gaia_65626623544976768,0.1965,-2.4147,4.3835,-1.4403,-0.6657,-2.0508,-2.1748
gaia_66697547870378368,0.1878,-7.2569,-5.9632,-2.1202,0.0376,-2.3870,-2.1748
gaia_64150632263858560,0.2126,9.3932,20.0849,6.0080,-34.3827,21.2544,-2.1748
gaia_69856272976786560,0.1898,-3.7144,-5.6106,-0.0297,-0.1909,-2.5186,-2.1748
gaia_66483761579269888,0.1902,-4.9774,-2.5805,-2.7030,-1.3528,-2.2258,-2.1748
gaia_66926211929978880,0.1928,-2.4953,-1.8447,1.1439,-1.4783,-2.8018,-2.1748
gaia_68117635855255168,0.1921,2.1290,-3.7754,-2.8820,-0.1302,-1.6780,-2.1748
gaia_64720179284934016,0.1915,1.6964,-3.6816,-3.7772,-0.0116,-1.8420,-2.1748
gaia_65779971056668032,0.1864,-9.3857,-4.1678,-4.3617,-1.2783,-2.4787,-2.1748
gaia_66702048996405632,0.1906,-5.6432,-2.1547,0.0509,-1.0718,-2.3651,-2.1748
gaia_69968113925681408,0.1950,-0.6108,-0.1217,3.7342,-0.8408,-2.3119,-2.1748
gaia_66515922294233728,0.1924,-2.2146,-0.2116,-0.7920,-0.9852,-1.3333,-2.1748
gaia_63999999169130112,0.1905,-0.9196,-1.6182,-5.6243,-0.8233,-2.6816,-2.1748
gaia_66649684754661632,0.2109,8.0359,19.2642,10.4453,1.3417,-1.6894,-2.1748
gaia_66546742979468416,0.1911,-3.4540,-0.3612,-0.4670,-0.4984,-1.8243,-2.1748
gaia_66788669895935616,0.1909,-0.8848,-1.7017,0.2901,-0.9762,-1.3710,-2.1748
gaia_70036695963457792,0.1817,-6.9839,-11.2394,-1.8300,-0.8442,-2.4702,-2.1748
gaia_65012408860856832,0.1915,-0.5097,0.2283,-1.2694,-0.0020,-2.6323,-2.1748
gaia_65644009572403968,0.1791,-10.6268,-9.4079,-7.9041,-33.9270,18.9250,-2.1748
gaia_64956127609659008,0.1859,-2.7105,-5.0065,-5.1157,-0.2221,-1.2148,-2.1748
gaia_66738023641737088,0.1900,-1.7149,-1.5382,-0.3170,-0.0974,-2.7354,-2.1748
gaia_66483795939004416,0.1902,-3.2531,0.2332,-1.2094,-1.9323,-2.7216,-2.1748
gaia_69951449452730752,0.1914,-1.1526,-1.0713,2.6814,-0.1441,-2.6962,-2.1748
gaia_64027143362491008,0.1867,-2.5930,-2.9714,-6.2333,-0.0703,-2.3770,-2.1748
gaia_68170721650939264,0.1872,0.3141,-5.7403,-2.7177,-0.0497,-2.5241,-2.1748
gaia_64678294764045312,0.1834,-0.4258,-8.1673,-7.0685,23.1982,19.1434,-2.1748
gaia_66644462071565440,0.1903,-2.8097,0.7890,0.4096,15.5050,11.4774,-2.1748
gaia_66745754582838272,0.1880,-3.0535,-1.9917,-0.8842,-0.9734,-1.4823,-2.1748
gaia_65754132533479680,0.2048,4.3468,17.6716,6.6079,3.9951,-3.2856,-2.1748
gaia_66560727393001216,0.1867,-4.3145,-2.5300,-1.4955,-1.1314,-2.9508,-2.1748
gaia_66801623517295104,0.1881,-1.4338,-2.7674,-0.0712,0.1310,-2.4542,-2.1748
gaia_70097993736685952,0.1851,-2.2015,-7.0879,0.3279,4.2327,8.4932,-2.1748
gaia_65298483745290368,0.1833,-3.5556,-7.1426,-2.8583,-1.0497,-1.4561,-2.1748
gaia_64963377514329984,0.1865,-2.0440,-2.4999,-3.5115,0.2613,-1.3720,-2.1748
gaia_68577300435634432,0.1766,-6.6294,-14.8304,-4.9751,-0.4310,-2.1787,-2.1748
gaia_66791659193405952,0.1849,-3.8018,-4.8086,-1.5592,-1.8202,-1.3968,-2.1748
gaia_65004437401569664,0.1877,-1.0419,-1.3614,-2.3444,-0.2930,-2.7325,-2.1748
gaia_70231240801459328,0.1906,0.0568,-1.1666,4.8198,-53.9513,0.6626,-2.1748
gaia_65112739296356608,0.1911,4.5119,0.3943,-0.8962,0.8444,-2.8039,-2.1748
gaia_66779564565300224,0.1868,-3.2243,-2.3519,0.2532,-0.1283,-2.4586,-2.1748
gaia_65398681039973760,0.2004,4.2884,14.6944,2.5318,-24.2457,24.5369,-2.1748
gaia_69842559145178240,0.2037,9.4240,13.6850,10.1317,52.7827,-22.6524,-2.1748
gaia_66485582645439104,0.1891,-1.7454,1.5991,-0.4539,-1.1740,-1.5480,-2.1748
gaia_65847831539790592,0.1923,-1.9849,6.0077,1.8082,3.9226,14.5828,-2.1748
gaia_66509634462127360,0.1947,2.2231,7.2856,2.6193,-0.9298,-2.0492,-2.1748
gaia_66905561723623808,0.1838,-5.8514,-4.2833,-0.3541,-2.7028,-0.7359,-2.1748
gaia_64943792463527680,0.1855,-2.8546,-1.4952,-3.1792,64.1543,6.0352,-2.1748
gaia_69996976105980800,0.1836,-5.2232,-5.2561,1.3724,-0.3291,-2.4851,-2.1748
gaia_68198278161036928,0.1826,0.1422,-7.5075,-3.2608,22.2510,15.9718,-2.1748
gaia_69918979499309952,0.1842,-2.5374,-5.3848,0.8800,-0.7054,-1.8391,-2.1748
gaia_63841772575188352,0.2072,10.9051,23.7546,5.2337,-31.5419,23.1165,-2.1748
gaia_65014985841292032,0.1886,0.0630,1.6650,-0.3222,-0.1570,-1.8287,-2.1748
gaia_69882455097377536,0.1931,4.6763,3.5310,5.2646,7.5276,18.7843,-2.1748
gaia_65047043476608128,0.1882,3.4481,-0.1525,-1.9456,0.2673,-2.1256,-2.1748
gaia_66792999222948992,0.1852,-2.0230,-2.3629,-0.0645,-0.9281,-3.4251,-2.1748
gaia_66712253837994880,0.1874,-0.5623,0.5142,-0.0847,-0.0789,-3.8521,-2.1748
gaia_64754367224194176,0.1905,3.7616,4.1666,-2.4016,57.8601,16.3821,-2.1748
gaia_65136791113382912,0.1845,0.2995,-3.4036,-2.7096,0.5795,-2.8187,-2.1748
gaia_68395606138958592,0.1824,-1.0733,-6.5290,-0.2198,-0.2882,-2.2442,-2.1748
gaia_67736070960579072,0.1909,7.9130,2.4148,0.1824,-0.0161,-1.9401,-2.1748
gaia_66710948167949696,0.1819,-2.8224,-3.4891,-2.3290,-1.2610,-1.5272,-2.1748
gaia_65277975278721408,0.1820,-1.9544,-4.0124,-1.6738,0.5314,-1.8083,-2.1748
gaia_67085641114472320,0.1824,-6.0002,-1.9428,0.7640,-0.8939,-2.1351,-2.1748
gaia_64656201452146304,0.1800,0.3280,-6.2455,-6.0411,-0.3527,-2.0685,-2.1748
gaia_69881424305230336,0.1987,10.1503,11.6587,9.7434,37.2717,88.5651,-2.1748
gaia_65677098000371712,0.1935,3.6967,10.3887,2.4822,-1.1091,-2.7179,-2.1748
gaia_65279418387728896,0.1825,-1.4667,-3.0987,-1.1916,-1.3543,-1.3332,-2.1748
gaia_68514559552895488,0.1862,4.5178,-2.5633,2.1713,-0.0282,-2.0690,-2.1748
gaia_65000863988835200,0.1801,-3.3906,-3.8043,-3.4286,-0.1412,-2.7685,-2.1748
gaia_66452047540860160,0.1826,-2.3343,-0.8077,-2.1171,-0.4374,-1.7483,-2.1748
gaia_66451429065390080,0.1820,-2.6526,-1.3286,-2.4882,-0.9702,-2.7144,-2.1748
gaia_65285633203088768,0.1737,-6.0085,-11.2057,-5.5112,0.0055,-2.1434,-2.1748
gaia_66523103479455744,0.1855,-0.0047,1.8080,0.3192,-0.9868,-2.5312,-2.1748
gaia_66810213452111616,0.1824,-1.5511,-2.2804,0.4313,-21.4995,23.4775,-2.1748
gaia_70201725786644608,0.1780,-3.4065,-8.7603,0.8017,-0.9417,-2.0626,-2.1748
gaia_67360725180835072,0.1980,6.1300,14.5917,12.0348,-4.3905,17.3821,-2.1748
gaia_66523103479455232,0.1861,0.7445,3.0012,0.9475,-0.3407,-2.7205,-2.1748
gaia_64987631192936320,0.1965,8.5620,14.2653,5.3659,-1.6805,1.8668,-2.1748
gaia_64840541448791424,0.1789,-0.9256,-4.7263,-5.4865,-0.3499,-2.1603,-2.1748
gaia_70060610341280128,0.1852,-0.6144,0.0545,5.3973,0.0747,-2.9077,-2.1748
gaia_66648001127514368,0.1819,-3.9148,-0.0606,-0.1880,-1.5914,-1.9820,-2.1748
gaia_66755959425257856,0.1789,-4.7746,-3.8564,-1.5504,-0.9792,-2.1577,-2.1748
gaia_64128298433888896,0.1911,5.4306,9.7139,0.6334,-12.2396,28.4989,-2.1748
gaia_66797156751286912,0.1817,-1.4986,-1.7572,0.4876,0.4020,-2.9743,-2.1748
gaia_64720625961541120,0.1808,2.2229,-3.4678,-3.6047,0.2614,-1.8314,-2.1748
gaia_69859124835119360,0.1809,-1.5289,-3.1827,1.0262,-1.2042,-2.3522,-2.1748
gaia_65038281743395584,0.1816,1.3833,-1.7699,-2.9850,-0.3909,-1.3234,-2.1748
gaia_65101606741121792,0.1809,1.6284,-2.7926,-2.9907,0.5261,-2.5825,-2.1748
gaia_66525061984664832,0.1774,-4.3245,-4.1516,-3.0002,0.0623,-1.7597,-2.1748
gaia_66714418501518848,0.1811,-1.1609,-1.0266,-0.8092,0.2862,-1.9567,-2.1748
gaia_70271854012150912,0.1780,-3.9897,-6.3988,2.7289,-1.1539,-2.6051,-2.1748
gaia_68448142178730752,0.1806,2.4798,-4.6188,0.1456,0.3428,-2.6222,-2.1748
gaia_64988322684358144,0.1782,-3.0210,-3.0099,-3.6685,-0.2923,-1.5777,-2.1748
gaia_66533170882790784,0.1825,-0.8273,1.2080,0.4467,-0.5193,-3.2970,-2.1748
gaia_66715827250786432,0.1782,-2.8458,-3.5657,-2.0218,-0.2685,-2.0271,-2.1748
gaia_69930283853666688,0.1939,8.8727,10.7058,10.2771,1.1285,-3.8064,-2.1748
gaia_68183331674900864,0.1744,-1.9519,-8.8846,-3.9584,-0.2350,-1.9481,-2.1748
gaia_65018417518780672,0.1798,-1.3067,-1.2121,-1.5457,-0.8393,-3.0230,-2.1748
gaia_68651105153529600,0.1866,6.4797,1.6643,5.9582,33.4398,-10.7659,-2.1748
gaia_66887660303617408,0.1785,-4.6455,-1.9227,0.5677,-1.5156,-2.0506,-2.1748
gaia_64030270098658944,0.1862,3.6925,7.0212,-1.0608,12.6584,17.7049,-2.1748
gaia_64129294866302336,0.1794,-0.8146,-0.0806,-4.1684,0.3861,-3.3167,-2.1748
gaia_69987905135086976,0.1831,-0.5500,1.3885,4.8320,-23.4823,22.5005,-2.1748
gaia_66497952151148544,0.1769,-5.1178,-2.6481,-2.0431,-1.2836,-1.2051,-2.1748
gaia_66823132713476480,0.1780,-2.6974,-3.2753,-0.0723,-0.2975,-1.5900,-2.1748
gaia_66970604711757312,0.1933,5.5075,12.9562,10.6062,-19.4637,25.5069,-2.1748
gaia_68162028637205888,0.1779,0.7997,-4.0964,-2.1121,-0.4420,-0.8125,-2.1748
gaia_64401389632616960,0.1791,2.8121,-1.1200,-5.3060,-0.6229,-1.7435,-2.1748
gaia_65223515093523328,0.1778,-1.1922,-2.1606,-1.4575,-0.9263,-1.5034,-2.1748
gaia_70065042747491712,0.1786,-2.9610,-2.4918,3.9498,-28.5696,12.7241,-2.1748
gaia_70104178489485696,0.1912,8.9693,9.1951,10.2368,-5.6575,44.4133,-2.1748
gaia_67368834079044224,0.1790,-3.6265,-1.0357,3.6908,-0.9360,-3.1042,-2.1748
gaia_64665203703566848,0.1774,1.9013,-3.0807,-4.1278,0.0037,-1.5673,-2.1748
gaia_66737576965143296,0.1769,-1.6734,-1.6750,-0.4168,-0.3330,-3.9184,-2.1748
gaia_70257113684419840,0.1968,12.1136,16.8043,16.4346,19.3232,10.5802,-2.1748
gaia_68600321460320768,0.1741,-0.7878,-7.4374,0.1410,-0.4764,-1.9249,-2.1748
gaia_66565778274538624,0.1760,-3.3924,-1.8048,-0.7027,-1.4468,-2.0892,-2.1748
gaia_68334617603435648,0.1812,4.6028,0.5214,2.3578,0.1733,-2.6189,-2.1748
gaia_66709711217367808,0.1710,-5.3392,-7.0296,-4.3653,16.7426,43.6353,-2.1748
gaia_68660554081641472,0.1766,0.9401,-5.0443,2.2828,0.2567,-2.4928,-2.1748
gaia_66905561727107200,0.1648,-11.3915,-13.1163,-5.2669,0.2190,-0.7346,-2.1748
gaia_64456296494446848,0.1952,15.1599,18.0478,5.6120,-6.2035,6.8334,-2.1748
gaia_63592630110894208,0.1732,-1.5761,-3.7811,-8.0108,22.4410,25.0451,-2.1748
gaia_68385603159177344,0.1906,11.0687,10.4374,8.9112,0.4397,-2.6338,-2.1748
gaia_64843805623922688,0.1739,-0.6858,-4.2755,-4.9981,-0.5513,-2.1526,-2.1748
gaia_66960743466922624,0.1748,-4.3024,-3.1702,0.9896,-0.9202,-1.9794,-2.1748
