# Gaia DR3 Real Star Cluster: Pleiades (M45)
# Total Stars: 1679 | 1:1 IRL Physical Units: pos=pc, vel=km/s, mass=M_sun
# Gravitational constant: G = 0.004300917 pc*(km/s)^2/M_sun | 1 time unit = 0.9778 Myr
# name,mass,x,y,z,vx,vy,vz
gaia_70132800151620992,0.6180,-2.8336,-6.7607,1.1268,-0.2358,34.4832,28.2525
gaia_70234882933734400,0.6019,-5.6524,-10.2938,-0.4285,-0.2078,-2.6558,3.0528
gaia_65201039527567232,0.6199,-1.3683,-2.7648,-2.4811,-0.8427,-1.3320,3.7027
gaia_65129506848731136,0.5758,-7.1595,-14.4326,-8.6983,-0.5694,-2.0810,7.7390
gaia_66584332530000512,0.6143,-4.8359,-0.0835,-0.7619,-2.5888,-2.9497,3.9746
gaia_69906571336964608,0.6114,-1.4731,-4.8077,1.2279,-0.0326,-2.2188,3.5485
gaia_65164171528305792,0.6163,0.1824,-1.0922,-2.1843,-0.1687,-2.0447,2.9928
gaia_65677372878285312,0.6144,-2.5083,0.2756,-2.6920,-1.0792,-3.0277,4.2278
gaia_66681501872591232,0.6559,3.8954,13.3264,8.0296,5.0846,-0.1334,25.1159
gaia_65010549138050944,0.6070,-1.8121,-2.2843,-2.4712,-0.6790,-2.2270,3.7549
gaia_65681702205297280,0.6499,4.5972,12.8044,3.7296,17.6395,27.0203,-2.1748
gaia_66734720809017856,0.6263,2.0218,3.6546,2.4816,1.1508,-4.0225,4.2536
gaia_69876506565909632,0.5986,-1.7771,-5.8618,-0.5274,-1.2902,-1.1739,2.3970
gaia_64934893291213952,0.6008,-2.5561,-2.2035,-3.6761,-0.3284,-1.9599,2.3478
gaia_65732447241199744,0.5969,-6.3049,-0.6571,-3.2890,-1.1714,-2.2562,4.0570
gaia_66566946505629440,0.6051,-1.9149,0.9253,0.7856,-0.2546,-2.6630,5.3702
gaia_66519530066802944,0.6134,1.1379,3.8817,1.2207,2.6837,1.4234,7.5976
gaia_65864427293364864,0.5886,-6.9506,-1.6905,-1.3273,-1.5339,-2.7207,3.9436
gaia_70158977974956672,0.5926,0.1784,-5.5674,1.9533,0.0332,-2.4790,0.3174
gaia_66640712564777856,0.5904,-3.6569,-0.4971,-0.5016,-0.3369,-2.9249,3.3212
gaia_64848165014099584,0.6303,9.2162,12.2190,2.8496,11.9129,-11.1938,31.2798
gaia_65781345446197504,0.5767,-8.0794,-2.2380,-3.1711,-1.3217,-2.3148,4.2939
gaia_64066107307543296,0.5906,-1.5088,1.8992,-3.9129,-1.6268,-2.5196,2.4403
gaia_68390417818463872,0.5950,2.3492,-0.7478,2.6682,-0.4134,-1.8364,4.4076
gaia_64981137202021376,0.5817,-0.4953,-1.4228,-2.6380,-1.0237,-2.4041,3.0858
gaia_67815987415616896,0.6426,17.2342,14.9782,8.4323,16.7211,11.1379,4.4788
gaia_70121805035254144,0.5757,-1.0693,-6.0988,1.8700,0.1013,-2.8988,2.5447
gaia_65052953351603456,0.5716,0.0436,-4.9847,-4.4013,0.2540,-2.0655,3.2047
gaia_66799763794633856,0.5787,-1.2247,-2.4867,-0.1938,-0.5665,-3.1128,2.5404
gaia_66733552578791296,0.5724,-1.8051,-2.8653,-1.0641,1.0285,-2.1964,4.6904
gaia_70169251536714624,0.5764,0.4899,-3.9180,3.2640,0.0908,-2.4263,3.1460
gaia_65125864716379264,0.5659,0.1158,-5.5224,-3.4708,0.0309,-1.9154,2.2294
gaia_66774513683782912,0.5723,-2.7097,-1.5713,0.3329,-0.9031,-1.7758,5.6030
gaia_70132658415356672,0.5661,-0.5657,-3.4711,2.9833,-0.7978,-1.1435,0.1350
gaia_67281869581448704,0.5265,-12.6031,-12.6267,-4.7489,-0.5875,-1.6365,3.2871
gaia_65800930496992512,0.5517,-6.8905,-3.1228,-3.6715,-1.0839,-2.5833,0.0566
gaia_65011824742948224,0.6044,8.0047,12.6512,5.5803,-24.4208,28.9320,-2.1748
gaia_66816295125702144,0.5571,-2.5153,-3.0315,-0.4239,-0.7812,-2.6324,2.9462
gaia_64023020193909632,0.5769,3.3880,5.3660,-2.1643,-5.9586,9.4414,-12.0582
gaia_64148738180119680,0.5599,-2.2319,0.6205,-3.5356,-0.7210,-2.1582,-15.7017
gaia_68310359628169472,0.5558,-1.0227,-3.8713,-0.1487,0.2989,-2.9252,3.3320
gaia_64985127228608128,0.5568,-0.7855,-1.4729,-2.2410,-1.4042,-2.0070,4.7287
gaia_66474450090138496,0.5145,-12.3944,-13.2764,-8.5544,-7.4841,0.4770,11.2461
gaia_66612473157921024,0.5571,-3.8777,2.2497,1.0091,-1.0083,-1.9592,4.3728
gaia_69935162935991168,0.5512,-0.5766,-3.5137,2.4337,-0.4887,-2.8686,0.2748
gaia_65208087570988416,0.5664,4.4080,7.5257,3.3096,51.9125,34.7423,25.9842
gaia_66799768088857856,0.5372,-1.3780,-2.7122,-0.3304,-0.8175,-3.2686,4.2697
gaia_65680499614460800,0.5298,-4.3555,-1.5473,-3.7552,-0.0857,-2.5225,3.2546
gaia_63849572235829248,0.5361,-1.7919,1.9703,-5.0768,-1.1205,-2.0784,3.4075
gaia_66754241438299520,0.5379,-1.8120,0.7082,0.7940,-0.7483,-2.9632,3.9501
gaia_66733556873061120,0.5335,-0.6882,-1.1688,-0.1453,-2.6362,-2.1867,1.9077
gaia_65211420466124288,0.5451,3.0992,4.4984,1.9421,16.5355,-12.8749,-7.0637
gaia_67084301084506752,0.5402,-2.1673,3.9215,3.9785,-21.0950,7.9031,-4.9475
gaia_70098302974328448,0.5819,12.8000,15.4491,13.2327,29.3451,9.7739,91.7150
gaia_69834759483788928,0.5201,-2.4429,-5.1721,-0.1940,-0.2858,-2.2894,-2.1748
gaia_66489259137570816,0.5211,-4.3911,-2.1563,-2.0838,-1.1484,-1.6706,5.0158
gaia_66937859881182848,0.5399,-0.2133,3.0174,4.4425,-0.9267,-3.3850,2.7565
gaia_69838302833692160,0.5130,-3.3554,-7.1017,-1.0562,0.4182,-2.0547,3.6066
gaia_70257109388259584,0.5806,11.9554,16.5681,16.2922,19.2665,12.1458,28.9837
gaia_66902916028014336,0.5848,9.8135,21.9262,14.6338,18.8457,-13.0072,-6.9691
gaia_64835971603517312,0.5021,-2.9665,-8.1148,-7.0442,41.3225,1.7717,-6.0636
gaia_65660158649542784,0.5048,-5.6025,-3.8601,-5.2746,1.3608,-5.6048,3.9353
gaia_65190220507070208,0.5136,-0.8910,-2.5844,-2.2393,-1.0746,-2.3921,5.2169
gaia_66690710282089856,0.5087,-6.4058,-2.5503,-0.2534,24.0852,18.5911,22.6283
gaia_66787119410915072,0.5114,-1.9324,-3.0329,-0.7023,-0.3447,-2.5264,3.0039
gaia_66878932929927936,0.5612,7.6144,16.5105,10.7866,-0.9435,-1.9814,3.3296
gaia_64936508198907904,0.5081,-2.5845,-1.9601,-3.4973,-1.2060,-2.2078,5.3724
gaia_66816187748666624,0.4937,-5.5900,-7.3400,-2.7377,-0.7970,-1.9748,4.5368
gaia_64642113959500672,0.5015,1.3048,-3.7595,-5.0316,-33.8239,24.3851,-18.2237
gaia_65273027476967680,0.4796,-5.8988,-11.0348,-5.5789,0.2003,-2.0191,-2.1748
gaia_69814388455816960,0.4936,-1.8911,-4.7159,-0.3285,-0.5479,-3.5411,1.6257
gaia_65281166437426176,0.4912,-2.3201,-4.6796,-1.9799,-0.5236,-1.5406,-7.4772
gaia_63958561324922240,0.4943,-2.0110,-0.6385,-5.8585,0.4980,-4.8513,0.1188
gaia_65208396808627840,0.4948,-1.6989,-1.6514,-1.5446,-0.0823,-2.0540,-1.3617
gaia_69822875311156224,0.5479,12.6505,18.0274,12.6662,-1.4596,-2.9361,-0.5870
gaia_66481837433947392,0.4871,-4.5500,-2.3168,-2.6620,-1.4264,-2.0905,-9.1001
gaia_68152029953273728,0.4581,-5.2383,-14.4564,-7.1810,-16.7355,5.7121,-36.0751
gaia_68320422734610816,0.5416,14.0373,17.3587,11.6043,-42.1856,-8.9364,-9.6259
gaia_65588484235454592,0.4855,-2.9112,1.9281,-3.5550,-0.9152,-2.6922,4.0754
gaia_65200833369154560,0.4501,-8.8912,-13.6345,-8.0377,-25.3068,3.7570,-10.2533
gaia_69912588588007424,0.4911,1.0471,-0.2437,3.3723,-7.0421,20.4107,-3.9850
gaia_64990586130069504,0.4847,-0.5187,0.1027,-1.9281,0.5453,-2.3264,3.5164
gaia_68610006610414976,0.4558,-3.9232,-13.8459,-4.0996,-0.2178,-2.6826,-0.2006
gaia_65214856439472640,0.4844,0.6635,0.1010,-0.5760,-0.2253,-2.4270,0.9840
gaia_63958801843006208,0.4808,-0.8382,1.6100,-4.8945,-0.3860,-0.6254,-7.9106
gaia_64959662365552384,0.4795,-0.5121,-0.4006,-2.7386,-0.7749,-2.5472,-23.9189
gaia_65248151025861120,0.4714,-0.9558,-3.7533,-1.8944,0.5806,-3.2323,-2.1748
gaia_64050645425297024,0.5104,7.0714,15.6656,2.3821,-15.9239,25.4407,0.5374
gaia_70461554129560448,0.4652,-5.2428,-6.6053,2.3269,-0.1698,-2.1904,5.6155
gaia_63943030723094272,0.4475,-7.2728,-7.8973,-9.7350,-30.4881,25.8045,-2.1748
gaia_70025700847172736,0.4934,3.9740,6.4300,8.0220,-9.0293,27.4965,20.0037
gaia_64971933089093760,0.4674,-0.8649,-1.9121,-3.0522,-0.7497,-2.1094,4.5568
gaia_68208414283866880,0.4303,-6.1794,-17.4092,-8.4599,-11.9502,28.8530,20.0094
gaia_66897933865345920,0.4697,-3.4072,0.7941,2.4236,-0.4956,-2.6515,2.3397
gaia_66730120901930240,0.4612,-2.0663,-2.2331,-0.9974,-0.7953,-3.2744,-6.8843
gaia_69823940463098752,0.4556,-1.9565,-5.1755,-0.6949,-0.2250,-4.0296,-5.7707
gaia_66944422591073024,0.4571,-2.5858,-2.5841,1.3770,-0.3193,-4.7584,11.9796
gaia_66852647730267264,0.4612,-2.5235,0.4927,1.0771,-0.2089,-2.7231,20.9550
gaia_65593294598803456,0.4224,-12.4298,-12.4511,-10.5777,-3.8516,7.3574,9.9588
gaia_69988489250631680,0.4433,-6.6788,-7.7629,-0.4782,-1.2639,-2.2215,7.0754
gaia_65010175477867776,0.4313,-7.6210,-11.2385,-7.1678,-1.8803,-0.6774,-2.1748
gaia_65013474012743936,0.4543,-2.0124,-2.1372,-2.3983,-0.8929,-1.4759,-13.7658
gaia_66811450402457216,0.4506,-2.3198,-3.9186,-0.4545,-1.4709,-1.8097,0.3839
gaia_68587161680620288,0.4540,0.4349,-4.0000,1.6497,-0.2932,-1.6371,-2.1748
gaia_64438841747360768,0.4478,0.4300,-3.0386,-5.4997,0.3299,-1.3180,5.1864
gaia_65161976802151680,0.4431,-1.8132,-4.4600,-4.0904,-0.7956,-2.5660,2.5337
gaia_66925902692325504,0.4809,5.7510,11.2208,8.3762,-10.1492,-7.6763,-40.8078
gaia_68618978798306432,0.4502,2.4353,-4.1257,1.7707,-0.9710,-2.6704,4.8444
gaia_65667855230892288,0.4568,-0.8205,4.6889,-0.7771,-3.9686,17.0993,-42.9817
gaia_66802276352348416,0.4410,-2.3062,-4.9915,-1.3733,-0.1730,-1.2532,5.5760
gaia_64856312568645248,0.4367,-2.5847,-4.5637,-5.3313,-0.4962,-2.9548,4.8789
gaia_65089473457126784,0.4484,1.4943,-0.6765,-1.5392,0.7750,-2.1371,3.2607
gaia_66953940238584192,0.4903,9.6932,17.5287,13.0415,-21.8423,-19.2397,-26.4029
gaia_66753038847347456,0.4437,-2.4450,-1.2454,-0.0232,-1.5972,-3.4074,8.5042
gaia_66837495084120320,0.4459,-0.7128,-1.1564,1.4045,1.2222,-2.6129,3.6012
gaia_66539252556578816,0.4388,-3.3629,-1.8535,-1.6295,-1.5848,-3.0811,3.6723
gaia_66997817623367296,0.4478,-4.3343,3.1113,1.9249,-1.4552,-2.0867,-1.6148
gaia_66481734354737792,0.4385,-3.3866,-0.5419,-1.7474,-0.9956,-3.2183,4.5479
gaia_65131121756446592,0.4320,0.0675,-4.6175,-3.5148,0.4864,-1.7052,-2.1748
gaia_65107860213588096,0.4403,2.9261,-1.1120,-1.7507,-0.5026,-2.2471,7.0669
gaia_65750627840192256,0.4393,-4.1389,2.4640,-1.0964,-1.6779,-2.4680,-1.2529
gaia_68620868583787904,0.4217,-2.2064,-10.6204,-1.8655,0.1872,-1.9328,3.0450
gaia_65851920348620160,0.4632,2.1778,13.4303,6.2167,39.9192,-10.8669,45.2152
gaia_65171941126264704,0.4446,2.6178,2.9465,0.1472,-13.6423,-24.1947,1.9051
gaia_68364544935515392,0.4184,-3.5754,-9.7604,-3.1956,0.1813,-1.3603,2.5660
gaia_65712488530853120,0.4168,-7.6498,-6.4138,-5.5487,-0.9866,-2.3004,6.3881
gaia_65226401312036864,0.4296,-1.4810,-2.4726,-1.4212,-1.5033,-2.0950,5.8707
gaia_65641913628380288,0.4274,-4.6772,-0.0250,-3.2547,-0.3491,-1.3782,17.6448
gaia_65212691775922048,0.4284,-1.3047,-1.4323,-1.1994,0.9405,-1.9702,-17.4938
gaia_65214409762926720,0.4240,-1.6446,-3.4058,-2.4880,0.1738,-1.9206,4.4240
gaia_69834866859848192,0.4244,-1.8806,-4.2550,0.3398,0.0085,-2.5836,2.5573
gaia_64009448097245440,0.4566,7.4996,13.3025,1.1185,-0.7082,-2.4946,53.3272
gaia_66581549393480704,0.4236,-5.4320,-0.7233,-1.1818,-1.2626,-2.9524,4.9428
gaia_65599238833527168,0.4147,-6.8389,-3.2148,-5.6875,12.4192,-19.0372,-27.2583
gaia_68364544933829376,0.4203,-0.6799,-5.5460,-0.8418,0.4671,-1.7612,10.0295
gaia_63891216238633728,0.4271,-2.6585,2.6064,-3.9962,-23.6189,22.2204,-34.0800
gaia_64944170420647296,0.4381,1.9462,5.9464,0.7470,0.9201,-6.2308,-12.4532
gaia_65224442806459008,0.4241,-0.7479,-1.6611,-1.1015,0.9785,-2.9011,17.8738
gaia_64713101178855680,0.4739,18.1691,19.6461,7.7769,66.4246,-53.1259,-0.3694
gaia_66903293984399872,0.4272,-2.5499,0.7345,2.3096,-0.3980,-2.9615,1.7432
gaia_64922283267331968,0.4169,-2.7604,-1.7880,-3.7580,-0.7361,-2.3741,5.4148
gaia_68294554148575232,0.4183,-0.3586,-3.6055,-0.8487,-0.7571,-1.5966,0.4198
gaia_68120728231661824,0.4149,1.6839,-4.5571,-2.9867,0.7275,-1.9661,-1.1498
gaia_64103009666497024,0.4139,-3.3867,-0.5681,-4.4490,-0.7576,-1.7807,6.0041
gaia_66823304512166528,0.4142,-2.4217,-2.8160,0.2219,0.2147,-1.3174,2.1331
gaia_64949427460614016,0.4654,12.8002,22.4304,9.6269,0.6410,-8.0005,-2.1748
gaia_65244749411766528,0.4158,0.0539,-2.0503,-1.1861,0.5699,-2.7526,0.8904
gaia_69834763780636672,0.4360,5.3288,6.4961,6.3725,0.0805,-2.2444,1.3683
gaia_65222518661019520,0.4146,-0.4794,-1.7282,-1.0088,-0.3760,-1.1319,7.5320
gaia_66808220587759104,0.4147,-0.9450,-1.7010,0.6800,0.0152,-3.2861,1.2827
gaia_65027905102436608,0.4113,1.0132,-2.7211,-4.0542,0.1364,-1.6174,3.3050
gaia_64989490915460608,0.4126,-1.2312,-0.4404,-2.1930,-0.5241,-1.9274,-8.2167
gaia_64040818540162304,0.4133,-1.2489,1.7750,-4.8322,-2.1219,-3.1962,0.2811
gaia_65125452399528960,0.4529,15.1348,15.6897,7.7379,2.6106,-0.6615,3.5588
gaia_66739982146803456,0.4080,-2.9402,-2.9734,-0.9718,-0.5850,-2.5129,-0.0478
gaia_68323485048225152,0.4083,-0.5211,-3.6025,0.2743,0.2601,-1.5271,-1.9760
gaia_65211145587780992,0.4128,0.0739,-0.0329,-0.5237,-0.6425,-1.9643,10.1816
gaia_66694455493470464,0.4106,-3.9528,0.1510,1.0287,0.1428,-2.4826,4.8086
gaia_69898810332838400,0.4185,3.5107,1.2032,4.3719,-0.0275,-2.3797,4.4494
gaia_68295481861500928,0.3979,-2.3718,-6.2878,-2.2860,0.0493,-2.8505,29.6774
gaia_66692703146816640,0.3940,-7.3525,-5.3044,-2.0336,-12.4401,5.6735,11.2390
gaia_67760157137145088,0.3831,-3.5224,-12.9484,-7.2947,7.6877,16.0381,21.3491
gaia_65390056745622144,0.3835,-9.5991,-6.4983,-8.0257,-2.8533,-1.0825,11.5196
gaia_69873418486230272,0.4020,-1.3194,-2.6737,2.0330,1.3321,-2.2012,2.6057
gaia_66727234683931520,0.4017,-0.6665,-0.6989,-0.4461,-0.6938,-2.2148,25.1771
gaia_68363411064150272,0.3984,0.3186,-3.8112,-0.0489,-0.1736,-2.1421,4.9717
gaia_65084358152509440,0.4025,1.6989,-0.5714,-1.6762,-0.1152,-1.9243,1.5213
gaia_66798526845337344,0.3986,-1.0959,-2.4775,-0.1907,-0.6991,-2.4371,2.1246
gaia_70124794332591488,0.4432,13.2563,16.9698,14.5302,40.1734,-8.1654,33.9921
gaia_64131150292139648,0.4010,-0.2406,1.5421,-3.1763,-0.8138,-2.3072,-5.9645
gaia_68267680536205440,0.4143,6.0153,4.8558,3.4032,0.6964,-1.6725,-4.7324
gaia_67285614792891264,0.4137,-0.4763,7.4966,6.9764,-0.9916,-2.2831,0.3221
gaia_64050645425295872,0.3933,-3.0592,-0.3852,-5.4228,-0.9552,-2.4079,6.9687
gaia_65151531440914560,0.3881,-0.8688,-6.1964,-3.5440,0.5314,-2.3998,4.0045
gaia_65026839950559744,0.3915,1.1045,-3.2149,-4.3004,0.1631,-2.4332,1.9706
gaia_65832335297935360,0.4251,3.7888,17.0972,7.1624,48.4219,-8.8989,34.3219
gaia_64006905476619776,0.3993,1.6931,3.2410,-3.5310,-0.2642,-2.4192,-1.0231
gaia_69877163697813248,0.3862,-1.5941,-5.2570,-0.0946,0.0022,-2.2560,5.9681
gaia_64894829836313472,0.4307,11.8650,19.7453,6.7106,-0.8942,-2.4436,8.7148
gaia_64030785494725632,0.4285,11.5651,19.4071,5.1253,0.8635,-3.6428,-29.7838
gaia_65153833543386624,0.3888,1.3996,-2.6007,-1.8188,-0.3794,-2.6790,2.4889
gaia_66517468482370176,0.3856,-1.2633,-0.3721,-1.1727,-0.8740,-2.5474,6.3020
gaia_64021920682268416,0.3982,3.9257,6.7581,-1.4661,0.8050,-6.7274,37.5784
gaia_69954713627862528,0.4015,3.4603,6.1588,7.0558,-0.2359,-3.0801,-8.6839
gaia_63750719268324096,0.3765,-3.6874,-2.0073,-7.4265,10.6532,10.8987,43.0909
gaia_66743108883000448,0.3727,-4.7497,-6.0497,-2.5936,33.6208,-9.6760,25.4175
gaia_66521213693847808,0.3602,-8.2775,-11.1327,-6.6718,-0.7263,-0.6851,4.0464
gaia_65768151306811904,0.3862,-4.5369,4.0820,-0.1525,-1.4719,-2.1948,-6.2335
gaia_64808483812941440,0.3830,0.3525,0.3717,-3.0188,-0.5891,-2.6414,-16.7590
gaia_66781316909399424,0.3779,-1.8035,-3.3459,-1.1658,-1.2141,-3.1105,1.7556
gaia_64964717544035200,0.3772,-1.4381,-2.3800,-3.4650,-0.1895,-1.8064,27.8863
gaia_70078408685738112,0.3795,-2.1316,-2.9668,4.2741,37.2865,11.1323,17.6348
gaia_65690498298435840,0.3689,-5.5210,-1.9509,-4.0052,-0.1012,-2.4997,-1.9778
gaia_64977705525131904,0.3772,0.4604,0.5446,-1.6830,0.0319,-2.5005,-15.6171
gaia_66482868226100096,0.3685,-4.6523,-2.7766,-2.7739,-0.9225,-2.4602,-3.5363
gaia_70044628765739776,0.3691,-3.2157,-5.2933,2.0210,-0.4050,-2.2275,1.8501
gaia_65673593307063552,0.3694,-3.1908,-0.3921,-3.2129,-0.2904,-2.0682,-3.7296
gaia_67383574406745088,0.4038,5.4880,15.3304,12.9046,38.8278,-3.3557,7.1354
gaia_66964935354955008,0.4056,7.5511,16.6695,12.1553,40.6130,3.3620,-12.3778
gaia_64640155454422912,0.3578,-0.2666,-6.4619,-6.5107,-35.4026,25.9830,-38.6562
gaia_65011412428446592,0.3654,-0.9793,-1.0792,-1.7553,0.4342,-2.5584,14.4352
gaia_65266494828710400,0.3650,0.5014,-2.3387,-0.5779,-0.1106,-3.2217,-3.7471
gaia_65844361206181376,0.3683,-4.2515,3.2934,0.5410,-1.2335,-2.9928,14.2190
gaia_65087965925040896,0.3406,-6.5894,-13.1833,-8.1650,88.9116,-72.7686,36.1039
gaia_65272817023559040,0.3642,0.8153,-1.1146,-0.3054,-0.0001,-4.3204,8.0694
gaia_64171729143045504,0.3738,1.6761,6.9632,0.3658,-24.7576,12.1383,-16.2391
gaia_68547132585409920,0.3723,5.9236,1.1162,3.8306,14.8533,24.9268,26.2563
gaia_65023232178029440,0.3640,2.8057,-0.0508,-2.9695,0.1519,-1.7530,-9.2304
gaia_69982441936691968,0.3413,-9.0468,-11.2853,-2.8253,-107.2757,-9.5350,-45.7724
gaia_65098823602690688,0.3327,-6.8164,-15.6775,-9.7229,-7.3709,36.8258,-2.1748
gaia_69860293066219136,0.3586,-0.6637,-2.0883,1.8310,-0.3782,-2.4231,-2.4573
gaia_65005262035285888,0.3598,0.2693,0.7324,-1.1207,0.3758,-2.1710,-8.0358
gaia_66801623514684416,0.3551,-1.4599,-2.7875,-0.0916,-0.1146,-3.3909,-2.1748
gaia_64796801501837568,0.3498,-1.3614,-3.5121,-5.5389,27.3239,-21.0474,42.3682
gaia_64841503521468544,0.3451,-1.5304,-5.8486,-5.9829,0.3031,-0.3666,-29.7185
gaia_66793583338514816,0.3506,-1.8165,-2.6888,-0.3351,-0.8691,-1.5399,11.9751
gaia_69927260196225024,0.3719,5.4189,7.1183,8.3680,1.3814,-6.0314,14.2018
gaia_67732257029618048,0.3498,2.4874,-4.4471,-3.7506,0.5048,-2.1648,8.3108
gaia_65241313435901568,0.3502,-0.2206,-2.5147,-1.7534,-0.6906,-2.3062,13.6913
gaia_69932276717968512,0.3555,1.3112,-0.2642,4.0716,0.0810,-2.1326,-32.9886
gaia_65435102362687616,0.3453,-5.7476,0.7761,-3.8501,-0.6848,-2.6311,2.8845
gaia_65201249983083392,0.3468,-0.3172,-1.1298,-1.5745,0.0567,-1.7340,5.0676
gaia_70028170451469312,0.3496,-0.7808,-0.5695,4.2099,0.1310,-2.9489,-0.1018
gaia_65241313437941504,0.3428,-0.1243,-2.3721,-1.6763,-0.6513,-3.0630,7.8818
gaia_65125452399528320,0.3389,0.5988,-5.1357,-3.3331,0.6608,-2.3790,10.5390
gaia_64016904160440960,0.3242,-7.1620,-9.3769,-9.4515,-1.4035,-0.8221,2.5646
gaia_68325649711754880,0.3427,0.4053,-2.9823,0.7079,-1.3505,-3.5172,14.2895
gaia_65021720349544192,0.3330,-1.5611,-6.5051,-6.3045,38.9277,6.2750,33.0225
gaia_65266499126062080,0.3312,-2.9868,-7.4935,-3.3793,-1.2380,0.9953,-94.8652
gaia_66555573432261376,0.3407,-1.9046,0.5703,0.2385,-1.6167,-2.1062,-13.4381
gaia_69811364798863744,0.3369,-0.8010,-3.4949,0.0525,-0.4412,-2.5267,-3.7281
gaia_69810093488518784,0.3424,0.8230,-0.1084,1.9890,0.5211,-2.5599,51.7443
gaia_66639720430624640,0.3569,3.5835,11.2454,5.6838,4.6717,-6.6394,4.3204
gaia_66940299422471296,0.3316,-3.9846,-4.4451,0.0969,-0.8234,-3.5788,9.7017
gaia_64960663095015680,0.3348,-1.1479,-1.5407,-3.2348,-0.1828,-2.6433,-2.1748
gaia_64870296982175488,0.3349,0.6191,-1.6428,-3.2929,0.6812,-2.2346,15.8609
gaia_65609100078323840,0.3713,9.8646,22.0533,7.2767,49.9927,10.2371,11.4379
gaia_64891634380723712,0.3307,-2.8052,-2.0450,-4.4907,-0.7500,-2.1666,-6.7113
gaia_68590357136174080,0.3217,-3.9347,-10.7077,-2.0962,356.1603,-83.1636,37.3807
gaia_66652467893487488,0.3381,-2.4252,1.9457,1.2100,-1.0737,-2.5352,-16.9460
gaia_70035351636365824,0.3361,-0.5403,-1.6791,3.7268,0.1277,-1.7789,-13.0463
gaia_68460026351628416,0.3208,-0.8093,-9.4385,-2.5114,14.9560,25.3857,28.1050
gaia_70114039734416128,0.3336,1.6495,-2.1376,3.6004,-0.3458,-2.4085,8.8386
gaia_70044255105867648,0.3596,9.4242,14.1849,13.3419,22.2350,38.0339,-25.1104
gaia_68122240060155904,0.3554,13.4926,11.7901,5.7408,-74.9667,-95.8044,-65.5586
gaia_65806050098142720,0.3113,-10.7321,-8.1382,-6.2291,2.0516,-3.0621,-2.1748
gaia_64864593265614464,0.3296,1.9094,0.7556,-2.5569,0.0882,-0.2548,-2.1748
gaia_65202830531043968,0.3297,0.9103,0.7424,-0.3719,-0.2812,-3.4463,-19.6876
gaia_65281239453865856,0.3255,-0.6243,-2.1728,-0.5887,-1.0500,-3.6005,-2.6224
gaia_69899978563939712,0.3299,2.1921,-0.8067,3.3502,-28.8295,20.8902,-1.2989
gaia_63917535797205888,0.3438,8.4500,13.2374,-0.1456,59.7976,2.4862,79.1774
gaia_68301250000967680,0.3011,-7.5546,-14.1607,-6.2251,-0.2500,0.1842,-2.1748
gaia_70400221996724736,0.3094,-7.8763,-8.5202,0.4487,31.7627,-7.0208,-36.0884
gaia_66846291177113088,0.3219,-1.1130,-1.0948,1.7394,-1.0991,-3.1150,-8.0647
gaia_65212691773969280,0.3215,-0.6667,-0.4575,-0.6792,0.6860,-2.2368,-2.1748
gaia_68225834671270528,0.3218,3.3144,-2.1397,-0.0871,1.6051,-3.0830,25.4368
gaia_66722355601033600,0.3162,-2.7701,-2.0510,-1.0315,-1.1142,-2.1848,8.6890
gaia_69878503727603072,0.3139,-1.6135,-5.0604,0.0068,-0.2663,-1.3124,-37.7781
gaia_64346070453848320,0.3014,-3.9570,-9.8429,-10.2137,-0.5512,-2.5596,-6.7350
gaia_65783029073414144,0.3124,-6.3131,-0.2800,-2.1340,-1.1961,-2.7470,-1.5948
gaia_65117206062341760,0.3120,1.5034,-4.3297,-3.1160,0.3432,-2.0061,3.8100
gaia_65017906418989312,0.3124,-1.6276,-2.0002,-2.0200,-0.0356,-2.5533,7.5941
gaia_69918979499308288,0.2889,-10.1471,-16.7955,-5.6516,25.8676,26.7242,59.4743
gaia_66710845088732160,0.3081,-3.4621,-4.2790,-2.7523,-0.6321,-2.2617,24.3268
gaia_68259438496008832,0.3086,-0.3034,-4.8863,-2.1047,0.3470,-1.2833,5.2223
gaia_66500013736315264,0.3045,-4.5379,-4.6610,-3.9348,-0.1335,-1.3452,-2.1748
gaia_65229734206151680,0.3145,0.4527,0.3660,0.2300,-2.1332,-4.7334,-1.2358
gaia_69898054418583296,0.3049,-2.4804,-7.0671,-0.2953,-1.3848,7.2935,-2.1748
gaia_66737405166459264,0.3083,-2.0351,-2.3458,-0.8546,-0.7037,-2.9653,0.7029
gaia_65134592089910656,0.3110,2.0534,-1.4850,-1.5655,-0.8544,-1.9757,20.1711
gaia_65202418214188544,0.3172,2.7762,3.2193,0.8770,-0.3041,-3.7544,1.2521
gaia_68641037750201088,0.3393,15.2055,12.9245,12.5743,1.9530,-4.0767,-0.1687
gaia_65254851174771584,0.3078,0.6814,-2.9829,-1.4045,-1.6478,-2.3966,13.0061
gaia_69889876800977408,0.3039,-1.7474,-5.3468,0.3691,-0.6169,-2.0974,-2.1748
gaia_63838886357191936,0.3242,4.1892,12.5242,-0.4308,-0.5776,-2.5699,-21.6579
gaia_65674074343392768,0.2868,-10.2891,-11.1785,-8.7592,115.0833,-25.0276,95.1570
gaia_67376633739588352,0.2926,-9.1871,-9.0290,-0.7153,-0.7235,-2.2280,-2.1748
gaia_68203054164668032,0.3387,17.4704,16.8059,10.1442,-30.6308,1.0441,-46.8057
